grid_cell,sentiment_mean,sentiment_count,sentiment_std
32.3150_-86.2200,0.03333333333333333,9,0.06614378277661476
32.3150_-86.2250,0.060000000000000005,35,0.08295994781324582
32.3150_-86.2300,0.061764705882352944,17,0.07609494842938386
32.3150_-86.2350,0.08048780487804878,82,0.07525926281572519
32.3150_-86.2400,0.06464088397790055,181,0.07448719716458974
32.3150_-86.2450,0.061111111111111116,162,0.07393130939809446
32.3150_-86.2500,0.057931034482758624,145,0.07328498928957017
32.3150_-86.2550,0.06128048780487804,164,0.07396032336928646
32.3150_-86.2600,0.035555555555555556,270,0.06647431979395797
32.3150_-86.2650,0.05625,40,0.073543550676819
32.3150_-86.2700,0.1,21,0.07245688373094719
32.3150_-86.2800,0.034063745019920315,251,0.06296840414302021
32.3150_-86.2850,0.04815498154981549,271,0.07016059595736238
32.3150_-86.2900,0.06232876712328767,219,0.07409120120002129
32.3150_-86.2950,0.05412371134020619,194,0.07222234777242295
32.3150_-86.3000,0.0375,4,0.075
32.3150_-86.3350,0.0,1,0.0
32.3150_-86.3500,0.11666666666666667,9,0.09999999999999999
32.3150_-86.3550,0.0,5,0.0
32.3150_-86.3600,0.06428571428571428,7,0.08017837257372731
32.3150_-86.3650,0.04838709677419355,31,0.07127864449672372
32.3150_-86.3700,0.027121771217712178,271,0.057836134467861
32.3150_-86.3750,0.10657894736842105,38,0.06894088010907151
32.3150_-86.3800,0.045180722891566265,249,0.07524735735017542
32.3150_-86.3850,0.07409638554216867,166,0.07522146928505168
32.3150_-86.3900,0.04354838709677419,31,0.06921215630685958
32.3150_-86.3950,0.029999999999999995,15,0.062105900340811884
32.3150_-86.4000,0.03,40,0.06076436202502
32.3150_-86.4050,0.0,1,0.0
32.3150_-86.4100,0.0,2,0.0
32.3150_-86.4150,0.0,1,0.0
32.3200_-86.1300,0.0,4,0.0
32.3200_-86.1350,0.0435,100,0.07165257084774355
32.3200_-86.1400,0.06052631578947368,57,0.07947194142390263
32.3200_-86.1450,0.022702702702702703,185,0.053904537633100116
32.3200_-86.1500,0.04921875,64,0.07098635432250341
32.3200_-86.1650,0.016666666666666666,18,0.048507125007266595
32.3200_-86.1700,0.01,15,0.03872983346207417
32.3200_-86.1750,0.049999999999999996,3,0.08660254037844387
32.3200_-86.1800,0.010714285714285714,14,0.04008918628686366
32.3200_-86.1900,0.0,4,0.0
32.3200_-86.1950,0.04285714285714285,21,0.06943650748294136
32.3200_-86.2000,0.03571428571428571,21,0.06546536707079771
32.3200_-86.2050,0.06529411764705882,85,0.07830934134045868
