grid_cell,sentiment_mean,sentiment_count,sentiment_std
32.3450_-86.2850,0.03225806451612903,93,0.06196298039710037
32.3450_-86.2900,0.055078125,128,0.07499077207009733
32.3450_-86.2950,0.042105263157894736,285,0.06751986776219399
32.3450_-86.3000,0.0801098901098901,455,0.07814612013016121
32.3450_-86.3050,0.0696629213483146,267,0.0749503510583137
32.3450_-86.3100,0.07019230769230769,156,0.07699577829940105
32.3450_-86.3150,0.07250922509225091,271,0.07509731284183185
32.3450_-86.3200,0.07885085574572127,409,0.07499280851470207
32.3450_-86.3250,0.09280936454849498,299,0.07400435625168102
32.3450_-86.3300,0.07731958762886598,388,0.07583152091085738
32.3450_-86.3350,0.07530991735537189,484,0.07569489690177518
32.3450_-86.3400,0.053246753246753244,231,0.07193188006612605
32.3450_-86.3450,0.07258064516129033,62,0.07557290441384501
32.3450_-86.3500,0.04285714285714286,7,0.07319250547113998
32.3450_-86.3550,0.15,2,0.0
32.3450_-86.3600,0.066,25,0.07599342076785331
32.3450_-86.3650,0.08006756756756757,148,0.07905476119445565
32.3450_-86.3700,0.05608695652173913,115,0.07289376615434794
32.3450_-86.3750,0.048648648648648644,37,0.07118684968143742
32.3450_-86.3800,0.0,3,0.0
32.3450_-86.3850,0.11249999999999999,4,0.1436140661634507
32.3450_-86.3900,0.058333333333333334,36,0.07416198487095663
32.3450_-86.3950,0.0409090909090909,11,0.07006490497453707
32.3450_-86.4000,0.03,5,0.0670820393249937
32.3450_-86.4050,0.05142857142857142,35,0.08088273491124476
32.3450_-86.4100,0.04,15,0.06866065623255951
32.3450_-86.4150,0.0,2,0.0
32.3500_-86.1300,0.07926829268292683,246,0.07503110355543655
32.3500_-86.1350,0.08195876288659792,291,0.07480511473280696
32.3500_-86.1400,0.0375,4,0.075
32.3500_-86.1450,0.01,30,0.03805621975536936
32.3500_-86.1500,0.026250000000000002,40,0.0577211466382189
32.3500_-86.1550,0.008823529411764706,17,0.03638034375544995
32.3500_-86.1600,0.023684210526315787,38,0.055430553221494795
32.3500_-86.1650,0.05229357798165138,109,0.07181036017697011
32.3500_-86.1700,0.03695652173913043,138,0.06487054706771392
32.3500_-86.1750,0.016375545851528384,229,0.046880386383240984
32.3500_-86.1800,0.04112903225806451,62,0.07272460603975994
32.3500_-86.1850,0.0,11,0.0
32.3500_-86.1900,0.06486486486486487,37,0.0753370803500884
32.3500_-86.1950,0.06066176470588235,136,0.08037138062475606
32.3500_-86.2000,0.08266666666666665,225,0.07477346741038181
32.3500_-86.2050,0.023356401384083045,289,0.05448127515541972
32.3500_-86.2100,0.005555555555555556,27,0.028867513459481287
32.3500_-86.2150,0.028037383177570093,107,0.06225994278913615
32.3500_-86.2200,0.06393442622950819,61,0.07479480125705239
32.3500_-86.2250,0.05125,120,0.07143854972320351
32.3500_-86.2300,0.05210526315789474,285,0.07154573151176621
32.3500_-86.2350,0.06455696202531645,237,0.07938531011413916
32.3500_-86.2400,0.05758928571428572,224,0.07714345771707283
32.3500_-86.2450,0.011138613861386138,202,0.044745722651237836
32.3500_-86.2500,0.06151685393258426,178,0.07398619696577714
32.3500_-86.2550,0.047368421052631574,247,0.06986600048025182
32.3500_-86.2600,0.04909090909090909,165,0.07059691644805312
32.3500_-86.2650,0.03780487804878049,246,0.06525975207900839
32.3500_-86.2700,0.03233532934131736,167,0.06186797162501201
32.3500_-86.2750,0.028124999999999997,96,0.06274950199005568
32.3500_-86.2800,0.01875,16,0.051234753829797995
32.3500_-86.2850,0.002857142857142857,105,0.020602197684969185
32.3500_-86.2900,0.05057471264367816,261,0.0722552578098446
32.3500_-86.2950,0.05260869565217391,345,0.07348572424867206
32.3500_-86.3000,0.04576271186440678,354,0.07187579915154417
32.3500_-86.3050,0.07048710601719198,349,0.07582908018849352
32.3500_-86.3100,0.06981818181818182,550,0.07543416312071607
32.3500_-86.3150,0.08368421052631578,285,0.07568075040728021
32.3500_-86.3200,0.06546610169491525,236,0.07582310681359745
32.3500_-86.3250,0.06338912133891213,239,0.07551378113736383
32.3500_-86.3300,0.07211538461538461,104,0.07530743560965983
32.3500_-86.3350,0.0410828025477707,314,0.06699940029138303
32.3500_-86.3400,0.07272727272727272,99,0.07833494518006401
32.3500_-86.3450,0.021875000000000002,192,0.053079265037897345
32.3500_-86.3500,0.023076923076923075,13,0.0563300712149108
32.3500_-86.3550,0.01730769230769231,182,0.0616522402271959
32.3500_-86.3600,0.06818181818181818,11,0.07833494518006402
32.3500_-86.3650,0.0017241379310344827,87,0.016081688022566924
32.3500_-86.3700,0.056666666666666664,90,0.08874910982304003
32.3500_-86.3750,0.08035714285714286,28,0.07618117502750549
32.3500_-86.3800,0.048,25,0.0714142842854285
32.3500_-86.3850,0.05087719298245614,171,0.07830439928489599
32.3500_-86.3900,0.15,2,0.0
32.3500_-86.4100,0.0,1,0.0
32.3500_-86.4150,0.06964285714285715,28,0.0761811750275055
32.3500_-86.4200,0.0,1,0.0
32.3550_-86.1300,0.031034482758620686,58,0.06129278756609544
32.3550_-86.1350,0.08977272727272727,132,0.08464984824423716
32.3550_-86.1400,0.013333333333333332,45,0.05372488842579048
32.3550_-86.1450,0.02368421052631579,57,0.06820744562800855
32.3550_-86.1500,0.023076923076923075,13,0.05633007121491081
32.3550_-86.1550,0.031034482758620686,29,0.06183762305923282
32.3550_-86.1600,0.04772727272727273,22,0.07150969419341942
32.3550_-86.1650,0.06363636363636364,33,0.07528355488659948
32.3550_-86.1700,0.015,40,0.045573271518764995
32.3550_-86.1750,0.029487179487179487,117,0.05986833475746004
32.3550_-86.1800,0.0075,20,0.03354101966249685
32.3550_-86.1850,0.03461538461538461,13,0.06577935144802718
32.3550_-86.1900,0.024999999999999998,6,0.06123724356957945
32.3550_-86.1950,0.0661764705882353,34,0.07559921058920675
32.3550_-86.2000,0.05526315789473684,209,0.07253018358148815
32.3550_-86.2050,0.061094224924012154,329,0.07381185043966386
32.3550_-86.2100,0.03488372093023256,215,0.06674585965048697
32.3550_-86.2150,0.07012987012987013,77,0.07533248244831055
32.3550_-86.2200,0.03840579710144928,207,0.07347722429775312
32.3550_-86.2250,0.07741935483870968,31,0.07620007620011429
32.3550_-86.2300,0.11447368421052631,76,0.06419542531659828
32.3550_-86.2350,0.06214285714285714,140,0.0741550554633385
32.3550_-86.2400,0.013907284768211922,302,0.043577151346930895
32.3550_-86.2450,0.02142857142857143,56,0.05296408977028497
32.3550_-86.2500,0.032327586206896554,116,0.06194468442115094
32.3550_-86.2550,0.02035714285714286,140,0.05155720039568981
32.3550_-86.2600,0.022058823529411766,102,0.05338702766922585
32.3550_-86.2650,0.057534246575342465,219,0.07450350934258693
32.3550_-86.2700,0.054705882352941174,255,0.07355840095521701
32.3550_-86.2750,0.04364548494983277,299,0.0682456680879262
32.3550_-86.2800,0.027857142857142858,70,0.05875256040409871
32.3550_-86.2850,0.045054945054945054,273,0.06888887513235101
32.3550_-86.2900,0.023975409836065574,244,0.05673720564097749
32.3550_-86.2950,0.022529644268774705,253,0.05369597793412021
32.3550_-86.3000,0.05013368983957219,374,0.07169890340410558
32.3550_-86.3050,0.03262987012987013,308,0.061985860665627994
32.3550_-86.3100,0.04417808219178082,146,0.0708349889124554
32.3550_-86.3150,0.0897902097902098,715,0.07400572060813296
32.3550_-86.3200,0.10346650998824912,851,0.0698087622642338
32.3550_-86.3250,0.10570175438596491,684,0.06895755010007885
32.3550_-86.3300,0.10118343195266272,507,0.07097973240795115
32.3550_-86.3350,0.07142857142857142,294,0.0760590752977814
32.3550_-86.3400,0.12,85,0.060356086212221736
32.3550_-86.3450,0.031578947368421054,19,0.08029550685469662
32.3550_-86.3500,0.0,3,0.0
32.3550_-86.3550,0.09,5,0.1341640786499874
32.3550_-86.3600,0.075,2,0.10606601717798213
32.3550_-86.3650,0.0,3,0.0
32.3550_-86.3700,0.0,1,0.0
32.3550_-86.3750,0.05999999999999999,15,0.07606388292556648
32.3550_-86.3800,0.013636363636363636,11,0.045226701686664546
32.3550_-86.3850,0.075,2,0.10606601717798213
32.3550_-86.3900,0.03333333333333333,9,0.06614378277661476
32.3550_-86.3950,0.0,1,0.0
32.3550_-86.4150,0.09736842105263158,57,0.07222302550803196
32.3550_-86.4200,0.15,3,0.0
32.3600_-86.1300,0.056249999999999994,8,0.07763237542601485
32.3600_-86.1350,0.015,10,0.047434164902525694
32.3600_-86.1400,0.0375,60,0.06550003234570297
32.3600_-86.1450,0.026785714285714284,168,0.05762070308004613
32.3600_-86.1500,0.018292682926829267,41,0.049694186733680944
32.3600_-86.1550,0.0527027027027027,74,0.07209767532393734
32.3600_-86.1600,0.02142857142857143,7,0.056694670951384085
32.3600_-86.1650,0.012499999999999999,12,0.04330127018922194
32.3600_-86.1700,0.024999999999999998,18,0.057522374163552784
32.3600_-86.1750,0.03679245283018868,53,0.0651558364144604
32.3600_-86.1800,0.030681818181818178,44,0.06120486860375882
32.3600_-86.1850,0.0,8,0.0
32.3600_-86.1900,0.012499999999999999,12,0.04330127018922193
32.3600_-86.1950,0.03461538461538461,13,0.0657793514480272
32.3600_-86.2000,0.061589403973509926,151,0.07403686212720245
32.3600_-86.2050,0.0528,125,0.07440733574657292
32.3600_-86.2100,0.03904109589041096,73,0.06627309625837044
32.3600_-86.2150,0.06171428571428571,175,0.0790927621507211
32.3600_-86.2200,0.07758620689655173,29,0.07628214415734116
32.3600_-86.2250,0.06874999999999999,48,0.07553004193062884
32.3600_-86.2300,0.05172413793103448,29,0.07255879219724619
32.3600_-86.2350,0.07058823529411765,68,0.07542679267711011
32.3600_-86.2400,0.03461538461538461,13,0.06577935144802718
32.3600_-86.2450,0.06831683168316831,101,0.07507422070099287
32.3600_-86.2500,0.07004716981132075,212,0.0750134120172746
32.3600_-86.2550,0.0409090909090909,88,0.06718710131470251
32.3600_-86.2600,0.05342465753424657,146,0.07207695462360311
32.3600_-86.2650,0.047656250000000004,192,0.07002039016791474
32.3600_-86.2700,0.07625,360,0.0750939522951695
32.3600_-86.2750,0.08305489260143198,419,0.07465534424654259
32.3600_-86.2800,0.08223684210526316,228,0.07481428432380041
32.3600_-86.2850,0.06326530612244897,294,0.07420259386013064
32.3600_-86.2900,0.0691449814126394,269,0.07602295769034813
32.3600_-86.2950,0.05227272727272727,198,0.07323133752410857
32.3600_-86.3000,0.05625,280,0.07274846190592224
32.3600_-86.3050,0.04383301707779886,527,0.0689058610792293
32.3600_-86.3100,0.07553191489361702,282,0.07618973816738105
32.3600_-86.3150,0.08610108303249096,554,0.07586723841691728
32.3600_-86.3200,0.12231160033869601,1181,0.058870652029707024
32.3600_-86.3250,0.11648044692737429,716,0.06252865889795016
32.3600_-86.3300,0.07375565610859729,663,0.07683651196816806
32.3600_-86.3350,0.06428571428571428,14,0.07703288865196432
32.3600_-86.3400,0.05294117647058823,34,0.0727606875108999
32.3600_-86.3450,0.075,154,0.07717436331412898
32.3600_-86.3500,0.06315789473684211,19,0.07608859102526822
32.3600_-86.3550,0.08571428571428572,7,0.08017837257372731
32.3600_-86.3600,0.08258426966292134,89,0.08464535762773084
32.3600_-86.3650,0.041379310344827586,29,0.0682288239221013
32.3600_-86.3700,0.05918367346938775,147,0.07562986838473704
32.3600_-86.3750,0.050381679389312976,262,0.07098005310600504
32.3600_-86.3950,0.075,2,0.10606601717798213
32.3600_-86.4150,0.075,2,0.10606601717798213
32.3600_-86.4200,0.0,1,0.0
32.3650_-86.1350,0.075,2,0.10606601717798213
32.3650_-86.1400,0.050806451612903224,62,0.07157017391176239
32.3650_-86.1450,0.065625,16,0.07685213074469699
32.3650_-86.1500,0.016666666666666666,9,0.05
32.3650_-86.1550,0.0,1,0.0
32.3650_-86.1600,0.15,1,0.0
32.3650_-86.1650,0.016666666666666666,18,0.048507125007266595
32.3650_-86.1700,0.0,4,0.0
32.3650_-86.1750,0.09,5,0.08215838362577492
32.3650_-86.1800,0.0,2,0.0
32.3650_-86.1900,0.04615384615384615,13,0.0720576692122892
32.3650_-86.1950,0.06409090909090909,110,0.07454197087000261
32.3650_-86.2000,0.07346938775510203,49,0.0757614408414158
32.3650_-86.2050,0.07325581395348837,43,0.07586708082883097
32.3650_-86.2100,0.05952380952380952,63,0.08321035472608293
32.3650_-86.2150,0.045,10,0.07245688373094719
32.3650_-86.2200,0.12,10,0.06324555320336758
32.3650_-86.2250,0.06666666666666667,18,0.07669649888473705
32.3650_-86.2300,0.15,1,0.0
32.3650_-86.2350,0.09130434782608696,23,0.0748516319021768
32.3650_-86.2400,0.04107142857142857,84,0.07120338859444954
32.3650_-86.2450,0.06455108359133126,323,0.07715053260023033
32.3650_-86.2500,0.073,150,0.07522449622439996
32.3650_-86.2550,0.05232558139534884,301,0.07264920492850685
32.3650_-86.2600,0.07450657894736841,304,0.08083569259614652
32.3650_-86.2650,0.05286343612334802,227,0.07181708471643333
32.3650_-86.2700,0.06897321428571428,224,0.08261054122483767
32.3650_-86.2750,0.08285714285714285,210,0.07619182899231916
32.3650_-86.2800,0.07469135802469135,243,0.07877816567944174
32.3650_-86.2850,0.011111111111111112,351,0.03933978962347214
32.3650_-86.2900,0.0,8,0.0
32.3650_-86.2950,0.05714285714285714,42,0.08082760076419543
32.3650_-86.3000,0.04096638655462185,238,0.06837714138895434
32.3650_-86.3050,0.08248081841432225,391,0.07472159620093549
32.3650_-86.3100,0.09,295,0.07360956015993286
32.3650_-86.3150,0.07045060658578856,577,0.07748972649522662
32.3650_-86.3200,0.10379746835443036,474,0.07068323401446938
32.3650_-86.3250,0.09412673879443585,647,0.07400194131227801
32.3650_-86.3300,0.08234265734265735,286,0.07685325318321645
32.3650_-86.3350,0.06649484536082474,97,0.07490328816093182
32.3650_-86.3400,0.075,16,0.09486832980505139
32.3650_-86.3450,0.11043956043956042,182,0.0681307175172769
32.3650_-86.3500,0.1082278481012658,79,0.0676673517775893
32.3650_-86.3550,0.12857142857142856,35,0.0644954561620136
32.3650_-86.3600,0.07105263157894737,114,0.08034624651654046
32.3650_-86.3650,0.043220338983050846,59,0.06851731917894421
32.3650_-86.3700,0.075,16,0.07745966692414834
32.3650_-86.3750,0.09642857142857143,14,0.09499855406649764
32.3650_-86.3800,0.010714285714285714,14,0.04008918628686366
32.3650_-86.3850,0.0,1,0.0
32.3650_-86.3950,0.06,5,0.0821583836257749
32.3650_-86.4000,0.11249999999999999,8,0.06943650748294136
32.3650_-86.4050,0.04285714285714286,7,0.07319250547113998
32.3700_-86.1200,0.05,15,0.09258200997725514
32.3700_-86.1250,0.15,1,0.0
32.3700_-86.1300,0.049999999999999996,6,0.07745966692414834
32.3700_-86.1350,0.004166666666666667,36,0.024999999999999998
32.3700_-86.1400,0.041379310344827586,29,0.07913479178550963
32.3700_-86.1450,0.03,10,0.06324555320336758
32.3700_-86.1500,0.01875,8,0.053033008588991064
32.3700_-86.1550,0.009999999999999998,45,0.037839373433213475
32.3700_-86.1600,0.038235294117647055,153,0.0740653840505204
32.3700_-86.1650,0.056896551724137934,174,0.07815517904247965
32.3700_-86.1700,0.010714285714285714,56,0.038980514612823154
32.3700_-86.1800,0.0,6,0.0
32.3700_-86.1900,0.07727272727272727,33,0.07612788283838283
32.3700_-86.1950,0.09868421052631579,38,0.07211743623298977
32.3700_-86.2000,0.03260869565217391,23,0.06326117517549748
32.3700_-86.2050,0.06147540983606557,61,0.0743827055520697
32.3700_-86.2100,0.04436619718309859,71,0.06894578396653825
32.3700_-86.2150,0.0725,120,0.07527261378851288
32.3700_-86.2200,0.04852941176470588,102,0.07051995095587396
32.3700_-86.2250,0.08571428571428572,77,0.07471751312053482
32.3700_-86.2300,0.08197674418604652,172,0.07489282427922567
32.3700_-86.2350,0.04598540145985401,137,0.06941414347758929
32.3700_-86.2400,0.042391304347826085,184,0.0695161979821677
32.3700_-86.2450,0.07217573221757322,239,0.07635247265720457
32.3700_-86.2500,0.06196473551637279,397,0.07471608730903126
32.3700_-86.2550,0.05621181262729124,491,0.07268261970454724
32.3700_-86.2650,0.0375,16,0.0670820393249937
32.3700_-86.2700,0.06569767441860465,258,0.07912272933912591
32.3700_-86.2750,0.06828644501278772,391,0.07632171983357883
32.3700_-86.2800,0.0742063492063492,378,0.07588578435565492
32.3700_-86.2850,0.016132723112128145,437,0.04652522996259382
32.3700_-86.2900,0.05651658767772511,422,0.07350375083560853
32.3700_-86.2950,0.0936695278969957,466,0.072717232687095
32.3700_-86.3000,0.06576086956521739,276,0.07778619221690145
32.3700_-86.3050,0.044021739130434785,276,0.06842742325240975
32.3700_-86.3100,0.0793103448275862,174,0.07509212997945591
32.3700_-86.3150,0.0586750788643533,317,0.07428229453937796
32.3700_-86.3200,0.07324766355140186,428,0.07916700025234281
32.3700_-86.3250,0.1162962962962963,405,0.06268427180555883
32.3700_-86.3300,0.09775280898876404,267,0.07506016848139804
32.3700_-86.3350,0.1213375796178344,157,0.06385174677249687
32.3700_-86.3400,0.04939024390243902,82,0.07473983784056268
32.3700_-86.3450,0.09696969696969696,297,0.07288163133967426
32.3700_-86.3500,0.036585365853658534,41,0.0733351810558057
32.3700_-86.3550,0.011538461538461537,13,0.041602514716892185
32.3700_-86.3600,0.0,1,0.0
32.3700_-86.3750,0.04,15,0.06866065623255951
32.3700_-86.4000,0.035,30,0.06452746007281145
32.3700_-86.4050,0.12857142857142856,7,0.056694670951384085
32.3750_-86.0800,0.0,1,0.0
32.3750_-86.1150,0.05543478260869565,46,0.07320311231207259
32.3750_-86.1200,0.039999999999999994,90,0.06670410933553636
32.3750_-86.1300,0.02727272727272727,22,0.05921565254637921
32.3750_-86.1350,0.017857142857142856,42,0.04916551013423518
32.3750_-86.1400,0.0031249999999999997,48,0.021650635094610966
32.3750_-86.1450,0.04285714285714286,49,0.06846531968814576
32.3750_-86.1500,0.028124999999999997,32,0.0594836654184399
32.3750_-86.1550,0.057692307692307696,26,0.07442084075352506
32.3750_-86.1600,0.029577464788732397,142,0.05989202150817443
32.3750_-86.1650,0.03805970149253731,134,0.06551677294214307
32.3750_-86.1700,0.006437768240343348,233,0.03046644194278275
32.3750_-86.1750,0.056249999999999994,8,0.07763237542601485
32.3750_-86.1800,0.0,93,0.0
32.3750_-86.1850,0.03488372093023256,43,0.06411938615631876
32.3750_-86.1900,0.054098360655737705,61,0.07262637374903434
32.3750_-86.1950,0.026785714285714284,56,0.057968867596233146
32.3750_-86.2000,0.031818181818181815,99,0.06163360527099886
32.3750_-86.2050,0.03461538461538461,104,0.06350480567279893
32.3750_-86.2100,0.07285714285714286,35,0.07606388292556648
32.3750_-86.2150,0.05196850393700787,127,0.07165879657871116
32.3750_-86.2200,0.023684210526315787,19,0.05619514869490164
32.3750_-86.2250,0.013636363636363636,11,0.045226701686664546
32.3750_-86.2300,0.01791044776119403,67,0.049006410014647526
32.3750_-86.2350,0.0423076923076923,156,0.07187665199309838
32.3750_-86.2400,0.008653846153846153,52,0.0353153216848064
32.3750_-86.2450,0.06428571428571428,112,0.07456437192014401
32.3750_-86.2500,0.06515957446808511,564,0.07548405826423783
32.3750_-86.2550,0.065205223880597,536,0.07499006071677049
32.3750_-86.2600,0.08525641025641026,234,0.07445465870828667
32.3750_-86.2650,0.08515037593984962,266,0.07558186826996864
32.3750_-86.2700,0.084375,288,0.07454128010052143
32.3750_-86.2750,0.07483516483516484,455,0.07639110237995779
32.3750_-86.2800,0.07481296758104738,401,0.07730800366987527
32.3750_-86.2850,0.047844827586206895,348,0.0709321147374229
32.3750_-86.2900,0.03,80,0.06492449363235513
32.3750_-86.2950,0.06529411764705882,85,0.07481068543638793
32.3750_-86.3000,0.03260869565217391,184,0.062039465056678955
32.3750_-86.3050,0.004702194357366771,638,0.029936967191023022
32.3750_-86.3100,0.0029076396807297604,1754,0.022471012418300393
32.3750_-86.3150,0.05855018587360595,269,0.07331018164739654
32.3750_-86.3200,0.020186915887850466,535,0.052054805971592136
32.3750_-86.3250,0.09536082474226804,291,0.07442276981477955
32.3750_-86.3300,0.08958333333333333,72,0.07408479154339417
32.3750_-86.3350,0.09439024390243901,205,0.07262746673235843
32.3750_-86.3400,0.04285714285714286,14,0.07032108464077431
32.3750_-86.3450,0.049999999999999996,9,0.07500000000000001
32.3750_-86.3500,0.023076923076923075,13,0.05633007121491081
32.3750_-86.3550,0.0,5,0.0
32.3750_-86.4000,0.075,2,0.10606601717798213
32.3750_-86.4050,0.15,1,0.0
32.3800_-86.1150,0.06923076923076922,13,0.07783117824941561
32.3800_-86.1200,0.03181818181818182,33,0.06227231254009208
32.3800_-86.1250,0.022277227722772276,101,0.053607484330433025
32.3800_-86.1300,0.0,6,0.0
32.3800_-86.1350,0.05604395604395604,91,0.07952468688511653
32.3800_-86.1400,0.015,10,0.047434164902525694
32.3800_-86.1450,0.02441860465116279,86,0.05570098005606874
32.3800_-86.1500,0.06315789473684211,190,0.07584114779753881
32.3800_-86.1550,0.05892857142857143,28,0.07460211920901572
32.3800_-86.1600,0.017088607594936706,79,0.047962375711945164
32.3800_-86.1650,0.0475609756097561,41,0.07066754869828436
32.3800_-86.1700,0.04029850746268657,201,0.07611117163571451
32.3800_-86.1750,0.016666666666666666,45,0.04767312946227962
32.3800_-86.1800,0.049999999999999996,66,0.07125253031944254
32.3800_-86.1850,0.005119453924914676,293,0.027280934377742615
32.3800_-86.1900,0.045,80,0.06917232196899478
32.3800_-86.1950,0.04732620320855615,187,0.07160461560798359
32.3800_-86.2000,0.06020408163265306,147,0.07583751003581041
32.3800_-86.2050,0.026373626373626374,91,0.0616173944329302
32.3800_-86.2100,0.05204081632653061,49,0.07213932098830056
32.3800_-86.2150,0.0359375,96,0.06436046718943318
32.3800_-86.2200,0.066,75,0.07495944849662996
32.3800_-86.2250,0.04468085106382979,94,0.07238936129967877
32.3800_-86.2300,0.034239130434782605,92,0.0633017142217442
32.3800_-86.2350,0.04642857142857142,126,0.07461328874364712
32.3800_-86.2400,0.04722222222222222,108,0.06999109867748185
32.3800_-86.2450,0.010531914893617022,470,0.03836662499060495
32.3800_-86.2500,0.06910714285714285,280,0.07806524212253346
32.3800_-86.2550,0.06997767857142857,448,0.07491531052594298
32.3800_-86.2600,0.06795302013422819,596,0.07473091993428695
32.3800_-86.2650,0.07125813449023861,461,0.07563744014814677
32.3800_-86.2700,0.0770886075949367,395,0.07582292855231317
32.3800_-86.2750,0.06644100580270794,517,0.07458218829847713
32.3800_-86.2800,0.05,441,0.0707909855586404
32.3800_-86.2850,0.04946524064171123,561,0.07058226674537446
32.3800_-86.2900,0.020200573065902578,698,0.05370320584638327
32.3800_-86.2950,0.0026817640047675805,1678,0.02054609347426896
32.3800_-86.3000,0.0019823788546255504,1816,0.017843263672046222
32.3800_-86.3050,0.020454545454545454,242,0.06149081502102738
32.3800_-86.3100,0.01530777537796976,3704,0.046862250480930706
32.3800_-86.3150,0.002660300136425648,733,0.022703614656900566
32.3800_-86.3200,0.026250000000000002,40,0.05772114663821891
32.3800_-86.3250,0.015789473684210527,19,0.04729526514634586
32.3800_-86.3300,0.02727272727272727,11,0.06067798762169179
32.3800_-86.3350,0.0,1,0.0
32.3800_-86.3450,0.0375,4,0.075
32.3800_-86.3550,0.0,2,0.0
32.3800_-86.3800,0.075,4,0.08660254037844387
32.3800_-86.3850,0.08571428571428572,14,0.07703288865196431
32.3800_-86.4000,0.15,2,0.21213203435596426
32.3850_-86.1400,0.0375,16,0.0670820393249937
32.3850_-86.1450,0.03,40,0.060764362025019995
32.3850_-86.1500,0.05672268907563025,119,0.07304641250019243
32.3850_-86.1550,0.08571428571428572,14,0.07703288865196431
32.3850_-86.1600,0.05337423312883435,163,0.0739387539249209
32.3850_-86.1650,0.0375,4,0.07500000000000001
32.3850_-86.1700,0.044444444444444446,27,0.06979824404521127
32.3850_-86.1750,0.04877300613496932,163,0.07048135210981948
32.3850_-86.1800,0.06976744186046512,43,0.07570268826116268
32.3850_-86.1850,0.06666666666666667,117,0.07485618395204281
32.3850_-86.1900,0.07317073170731707,82,0.07543909404658242
32.3850_-86.1950,0.12343749999999999,288,0.057360552768756366
32.3850_-86.2000,0.10363636363636362,165,0.06952882284497865
32.3850_-86.2050,0.09029126213592233,103,0.07378368370937254
32.3850_-86.2100,0.016666666666666666,9,0.05
32.3850_-86.2150,0.03,5,0.0670820393249937
32.3850_-86.2200,0.0453781512605042,119,0.06919378236942318
32.3850_-86.2250,0.05741626794258373,209,0.07878295356575081
32.3850_-86.2300,0.06683168316831684,202,0.07473909102672514
32.3850_-86.2350,0.0670391061452514,179,0.07478548822221284
32.3850_-86.2400,0.057,200,0.07299067194480932
32.3850_-86.2450,0.045418326693227096,251,0.06905739861006092
32.3850_-86.2500,0.09121621621621621,222,0.07339139547940601
32.3850_-86.2550,0.08274021352313167,281,0.0747326194697562
32.3850_-86.2600,0.06699029126213592,309,0.07757068353698716
32.3850_-86.2650,0.07268041237113401,194,0.07515807816051735
32.3850_-86.2700,0.05308641975308642,486,0.0724443671423842
32.3850_-86.2750,0.08141762452107279,783,0.07477268567290221
32.3850_-86.2800,0.06835443037974684,395,0.07479973906254256
32.3850_-86.2850,0.06596858638743455,382,0.07533985332334976
32.3850_-86.2900,0.049468085106382974,94,0.07423251789089998
32.3850_-86.2950,0.0,106,0.0
32.3850_-86.3000,0.005943152454780361,1161,0.029272681274850425
32.3850_-86.3050,0.12216494845360824,291,0.05841398281098594
32.3850_-86.3100,0.009375,32,0.053033008588991064
32.3850_-86.3150,0.006818181818181818,66,0.03148426180266485
32.3850_-86.3350,0.0,1,0.0
32.3850_-86.3800,0.0923076923076923,13,0.07595545253127499
32.3850_-86.3850,0.01875,40,0.050239809529281275
32.3850_-86.3900,0.075,4,0.08660254037844387
32.3850_-86.3950,0.049999999999999996,3,0.08660254037844387
32.3850_-86.4000,0.05357142857142857,28,0.10177004891982147
32.3850_-86.4050,0.06,5,0.0821583836257749
32.3900_-86.1450,0.06,5,0.08215838362577492
32.3900_-86.1500,0.05,84,0.07484924607872957
32.3900_-86.1550,0.03103448275862069,58,0.06742610393484878
32.3900_-86.1600,0.04556962025316455,79,0.06942523806673748
32.3900_-86.1650,0.075,2,0.10606601717798213
32.3900_-86.1700,0.05217391304347826,69,0.07196546486331015
32.3900_-86.1750,0.05663265306122449,98,0.07309002890167349
32.3900_-86.1800,0.053684210526315786,95,0.07228861526531327
32.3900_-86.1850,0.05789473684210526,57,0.07367246146931274
32.3900_-86.1900,0.06086956521739131,138,0.0739251768188132
32.3900_-86.1950,0.06052631578947368,228,0.07375208029934704
32.3900_-86.2000,0.058980582524271845,206,0.07344770571488918
32.3900_-86.2050,0.07735849056603773,159,0.07519975786209233
32.3900_-86.2100,0.03857142857142857,35,0.06651593604467398
32.3900_-86.2150,0.0787128712871287,101,0.07821334114250116
32.3900_-86.2200,0.06714801444043321,277,0.0747228437271124
32.3900_-86.2250,0.07987012987012987,385,0.07571694662685167
32.3900_-86.2300,0.07431192660550458,218,0.07516944879547663
32.3900_-86.2350,0.052397260273972596,292,0.07270714967911503
32.3900_-86.2400,0.06798029556650245,203,0.07632888457009042
32.3900_-86.2450,0.07420494699646643,283,0.0751286393974358
32.3900_-86.2500,0.07009803921568628,306,0.07496222127907859
32.3900_-86.2550,0.07219626168224298,214,0.07512330261834879
32.3900_-86.2600,0.055491329479768786,346,0.07252318917479038
32.3900_-86.2650,0.060251046025104595,239,0.07368981484524469
32.3900_-86.2700,0.052963917525773195,388,0.07258767299561439
32.3900_-86.2750,0.03978494623655914,279,0.06633756861672811
32.3900_-86.2800,0.06781326781326781,407,0.07548454003385517
32.3900_-86.2850,0.07394366197183098,71,0.07552632224670201
32.3900_-86.2950,0.010830324909747292,277,0.04288124084256889
32.3900_-86.3000,0.09246575342465753,146,0.07731317096905614
32.3900_-86.3050,0.0890625,64,0.07891564212137267
32.3900_-86.3100,0.01875,8,0.053033008588991064
